id,translation
220,"{'input': '<QUESTION> What other details can you tell me about <TABLE> students </TABLE> in reverse alphabetical order ?  </QUESTION> <SCHEMA> The database name is ""student transcripts tracking"". This database has a table whose name is ""Students"". The column names of this table are ""student id"" which is of type number, ""current address id"" which is of type number, ""permanent address id"" which is of type number, ""first name"" which is of type text, ""middle name"" which is of type text, ""last name"" which is of type text, ""cell mobile number"" which is of type text, ""email address"" which is of type text, ""ssn"" which is of type text, ""date first registered"" which is of type time, ""date left"" which is of type time, ""other student details"" which is of type text. The mandatory column of this table is ""student id"". The table ""students"" has a reference in the table ""addresses"" which are linked by the columns ""permanent address id"" and ""address id"". The table ""students"" has a reference in the table ""addresses"" which are linked by the columns ""current address id"" and ""address id"". The table ""student enrolment"" has a reference in the table ""students"" which are linked by the column ""student id"". </SCHEMA>', 'output': '<QUERY> SELECT  <COLUMN> other_student_details </COLUMN>  FROM  <TABLE> Students </TABLE> ORDER BY <COLUMN> other_student_details </COLUMN> DESCENDING </QUERY>'}"
221,"{'input': '<QUESTION> Describe the <TABLE> section </TABLE> h .  </QUESTION> <SCHEMA> The database name is ""student transcripts tracking"". This database has a table whose name is ""Sections"". The column names of this table are ""section id"" which is of type number, ""course id"" which is of type number, ""section name"" which is of type text, ""section description"" which is of type text, ""other details"" which is of type text. The mandatory column of this table is ""section id"". The table ""sections"" has a reference in the table ""courses"" which are linked by the column ""course id"". </SCHEMA>', 'output': ""<QUERY> SELECT  <COLUMN> section_description </COLUMN>  FROM  <TABLE> Sections </TABLE> WHERE <COLUMN> section_name </COLUMN> equals <VALUE> 'h' </VALUE> </QUERY>""}"
222,"{'input': '<QUESTION> What is the <TABLE> description </TABLE> for the <TABLE> section </TABLE> named h ?  </QUESTION> <SCHEMA> The database name is ""student transcripts tracking"". This database has a table whose name is ""Sections"". The column names of this table are ""section id"" which is of type number, ""course id"" which is of type number, ""section name"" which is of type text, ""section description"" which is of type text, ""other details"" which is of type text. The mandatory column of this table is ""section id"". The table ""sections"" has a reference in the table ""courses"" which are linked by the column ""course id"". </SCHEMA>', 'output': ""<QUERY> SELECT  <COLUMN> section_description </COLUMN>  FROM  <TABLE> Sections </TABLE> WHERE <COLUMN> section_name </COLUMN> equals <VALUE> 'h' </VALUE> </QUERY>""}"
223,"{'input': '<QUESTION> List the <COLUMN> title </COLUMN> of all <TABLE> cartoons </TABLE> in alphabetical order .  </QUESTION> <SCHEMA> The database name is ""tvshow"". This database has a table whose name is ""Cartoon"". The column names of this table are ""id"" which is of type number, ""title"" which is of type text, ""directed by"" which is of type text, ""written by"" which is of type text, ""original air date"" which is of type text, ""production code"" which is of type number, ""channel"" which is of type text. The mandatory column of this table is ""id"". The table ""cartoon"" has a reference in the table ""tv channel"" which are linked by the columns ""channel"" and ""id"". </SCHEMA>', 'output': '<QUERY> SELECT  <COLUMN> Title </COLUMN>  FROM  <TABLE> Cartoon </TABLE> ORDER BY <COLUMN> title </COLUMN> </QUERY>'}"
224,"{'input': '<QUESTION> What are the <COLUMN> titles </COLUMN> of the <TABLE> cartoons </TABLE> sorted alphabetically ?  </QUESTION> <SCHEMA> The database name is ""tvshow"". This database has a table whose name is ""Cartoon"". The column names of this table are ""id"" which is of type number, ""title"" which is of type text, ""directed by"" which is of type text, ""written by"" which is of type text, ""original air date"" which is of type text, ""production code"" which is of type number, ""channel"" which is of type text. The mandatory column of this table is ""id"". The table ""cartoon"" has a reference in the table ""tv channel"" which are linked by the columns ""channel"" and ""id"". </SCHEMA>', 'output': '<QUERY> SELECT  <COLUMN> Title </COLUMN>  FROM  <TABLE> Cartoon </TABLE> ORDER BY <COLUMN> title </COLUMN> </QUERY>'}"
225,"{'input': '<QUESTION> List all <TABLE> cartoon </TABLE> <COLUMN> directed </COLUMN> by ` ` Ben Jones \'\' .  </QUESTION> <SCHEMA> The database name is ""tvshow"". This database has a table whose name is ""Cartoon"". The column names of this table are ""id"" which is of type number, ""title"" which is of type text, ""directed by"" which is of type text, ""written by"" which is of type text, ""original air date"" which is of type text, ""production code"" which is of type number, ""channel"" which is of type text. The mandatory column of this table is ""id"". The table ""cartoon"" has a reference in the table ""tv channel"" which are linked by the columns ""channel"" and ""id"". </SCHEMA>', 'output': '<QUERY> SELECT  <COLUMN> Title </COLUMN>  FROM  <TABLE> Cartoon </TABLE> WHERE <COLUMN> Directed_by </COLUMN> equals <VALUE> ""Ben Jones"" </VALUE> </QUERY>'}"
226,"{'input': '<QUESTION> What are the names of all <TABLE> cartoons </TABLE> <COLUMN> directed </COLUMN> by Ben Jones ?  </QUESTION> <SCHEMA> The database name is ""tvshow"". This database has a table whose name is ""Cartoon"". The column names of this table are ""id"" which is of type number, ""title"" which is of type text, ""directed by"" which is of type text, ""written by"" which is of type text, ""original air date"" which is of type text, ""production code"" which is of type number, ""channel"" which is of type text. The mandatory column of this table is ""id"". The table ""cartoon"" has a reference in the table ""tv channel"" which are linked by the columns ""channel"" and ""id"". </SCHEMA>', 'output': '<QUERY> SELECT  <COLUMN> Title </COLUMN>  FROM  <TABLE> Cartoon </TABLE> WHERE <COLUMN> Directed_by </COLUMN> equals <VALUE> ""Ben Jones"" </VALUE> </QUERY>'}"
227,"{'input': '<QUESTION> How many <TABLE> cartoons </TABLE> were <COLUMN> written </COLUMN> by ` ` Joseph Kuhr \'\' ?  </QUESTION> <SCHEMA> The database name is ""tvshow"". This database has a table whose name is ""Cartoon"". The column names of this table are ""id"" which is of type number, ""title"" which is of type text, ""directed by"" which is of type text, ""written by"" which is of type text, ""original air date"" which is of type text, ""production code"" which is of type number, ""channel"" which is of type text. The mandatory column of this table is ""id"". The table ""cartoon"" has a reference in the table ""tv channel"" which are linked by the columns ""channel"" and ""id"". </SCHEMA>', 'output': '<QUERY> SELECT <AGGREGATE> count </AGGREGATE>  <PRIMARY KEY> id </PRIMARY KEY>  FROM  <TABLE> Cartoon </TABLE> WHERE <COLUMN> Written_by </COLUMN> equals <VALUE> ""Joseph Kuhr"" </VALUE> </QUERY>'}"
228,"{'input': '<QUESTION> What is the number of <TABLE> cartoones </TABLE> <COLUMN> written </COLUMN> by Joseph Kuhr ?  </QUESTION> <SCHEMA> The database name is ""tvshow"". This database has a table whose name is ""Cartoon"". The column names of this table are ""id"" which is of type number, ""title"" which is of type text, ""directed by"" which is of type text, ""written by"" which is of type text, ""original air date"" which is of type text, ""production code"" which is of type number, ""channel"" which is of type text. The mandatory column of this table is ""id"". The table ""cartoon"" has a reference in the table ""tv channel"" which are linked by the columns ""channel"" and ""id"". </SCHEMA>', 'output': '<QUERY> SELECT <AGGREGATE> count </AGGREGATE>  <PRIMARY KEY> id </PRIMARY KEY>  FROM  <TABLE> Cartoon </TABLE> WHERE <COLUMN> Written_by </COLUMN> equals <VALUE> ""Joseph Kuhr"" </VALUE> </QUERY>'}"
229,"{'input': '<QUESTION> list all <TABLE> cartoon </TABLE> <COLUMN> titles </COLUMN> and their directors ordered by their air date  </QUESTION> <SCHEMA> The database name is ""tvshow"". This database has a table whose name is ""Cartoon"". The column names of this table are ""id"" which is of type number, ""title"" which is of type text, ""directed by"" which is of type text, ""written by"" which is of type text, ""original air date"" which is of type text, ""production code"" which is of type number, ""channel"" which is of type text. The mandatory column of this table is ""id"". The table ""cartoon"" has a reference in the table ""tv channel"" which are linked by the columns ""channel"" and ""id"". </SCHEMA>', 'output': '<QUERY> SELECT  <COLUMN> title </COLUMN>  <COLUMN> Directed_by </COLUMN>  FROM  <TABLE> Cartoon </TABLE> ORDER BY <COLUMN> Original_air_date </COLUMN> </QUERY>'}"
230,"{'input': '<QUESTION> What is the name and directors of all the <TABLE> cartoons </TABLE> that are ordered by air date ?  </QUESTION> <SCHEMA> The database name is ""tvshow"". This database has a table whose name is ""Cartoon"". The column names of this table are ""id"" which is of type number, ""title"" which is of type text, ""directed by"" which is of type text, ""written by"" which is of type text, ""original air date"" which is of type text, ""production code"" which is of type number, ""channel"" which is of type text. The mandatory column of this table is ""id"". The table ""cartoon"" has a reference in the table ""tv channel"" which are linked by the columns ""channel"" and ""id"". </SCHEMA>', 'output': '<QUERY> SELECT  <COLUMN> title </COLUMN>  <COLUMN> Directed_by </COLUMN>  FROM  <TABLE> Cartoon </TABLE> ORDER BY <COLUMN> Original_air_date </COLUMN> </QUERY>'}"
231,"{'input': '<QUESTION> List the number of different <COLUMN> series </COLUMN> names and <COLUMN> contents </COLUMN> in the TV <TABLE> Channel </TABLE> table .  </QUESTION> <SCHEMA> The database name is ""tvshow"". This database has a table whose name is ""TV_Channel"". The column names of this table are ""id"" which is of type text, ""series name"" which is of type text, ""country"" which is of type text, ""language"" which is of type text, ""content"" which is of type text, ""pixel aspect ratio par"" which is of type text, ""hight definition tv"" which is of type text, ""pay per view ppv"" which is of type text, ""package option"" which is of type text. The mandatory column of this table is ""id"". The table ""tv series"" has a reference in the table ""tv channel"" which are linked by the columns ""channel"" and ""id"". The table ""cartoon"" has a reference in the table ""tv channel"" which are linked by the columns ""channel"" and ""id"". </SCHEMA>', 'output': '<QUERY> SELECT <AGGREGATE> count </AGGREGATE> DISTINCT <COLUMN> series_name </COLUMN> <AGGREGATE> count </AGGREGATE> DISTINCT <COLUMN> content </COLUMN>  FROM  <TABLE> TV_Channel </TABLE>  </QUERY>'}"
232,"{'input': '<QUESTION> How many different <COLUMN> series </COLUMN> and <COLUMN> contents </COLUMN> are listed in the TV <TABLE> Channel </TABLE> table ?  </QUESTION> <SCHEMA> The database name is ""tvshow"". This database has a table whose name is ""TV_Channel"". The column names of this table are ""id"" which is of type text, ""series name"" which is of type text, ""country"" which is of type text, ""language"" which is of type text, ""content"" which is of type text, ""pixel aspect ratio par"" which is of type text, ""hight definition tv"" which is of type text, ""pay per view ppv"" which is of type text, ""package option"" which is of type text. The mandatory column of this table is ""id"". The table ""tv series"" has a reference in the table ""tv channel"" which are linked by the columns ""channel"" and ""id"". The table ""cartoon"" has a reference in the table ""tv channel"" which are linked by the columns ""channel"" and ""id"". </SCHEMA>', 'output': '<QUERY> SELECT <AGGREGATE> count </AGGREGATE> DISTINCT <COLUMN> series_name </COLUMN> <AGGREGATE> count </AGGREGATE> DISTINCT <COLUMN> content </COLUMN>  FROM  <TABLE> TV_Channel </TABLE>  </QUERY>'}"
233,"{'input': '<QUESTION> What is the <COLUMN> content </COLUMN> of TV <TABLE> Channel </TABLE> with serial name ` ` Sky Radio \'\' ?  </QUESTION> <SCHEMA> The database name is ""tvshow"". This database has a table whose name is ""TV_Channel"". The column names of this table are ""id"" which is of type text, ""series name"" which is of type text, ""country"" which is of type text, ""language"" which is of type text, ""content"" which is of type text, ""pixel aspect ratio par"" which is of type text, ""hight definition tv"" which is of type text, ""pay per view ppv"" which is of type text, ""package option"" which is of type text. The mandatory column of this table is ""id"". The table ""tv series"" has a reference in the table ""tv channel"" which are linked by the columns ""channel"" and ""id"". The table ""cartoon"" has a reference in the table ""tv channel"" which are linked by the columns ""channel"" and ""id"". </SCHEMA>', 'output': '<QUERY> SELECT  <COLUMN> Content </COLUMN>  FROM  <TABLE> TV_Channel </TABLE> WHERE <COLUMN> series_name </COLUMN> equals <VALUE> ""Sky Radio"" </VALUE> </QUERY>'}"
234,"{'input': '<QUESTION> What is the <COLUMN> content </COLUMN> of the <COLUMN> series </COLUMN> Sky Radio ?  </QUESTION> <SCHEMA> The database name is ""tvshow"". This database has a table whose name is ""TV_Channel"". The column names of this table are ""id"" which is of type text, ""series name"" which is of type text, ""country"" which is of type text, ""language"" which is of type text, ""content"" which is of type text, ""pixel aspect ratio par"" which is of type text, ""hight definition tv"" which is of type text, ""pay per view ppv"" which is of type text, ""package option"" which is of type text. The mandatory column of this table is ""id"". The table ""tv series"" has a reference in the table ""tv channel"" which are linked by the columns ""channel"" and ""id"". The table ""cartoon"" has a reference in the table ""tv channel"" which are linked by the columns ""channel"" and ""id"". </SCHEMA>', 'output': '<QUERY> SELECT  <COLUMN> Content </COLUMN>  FROM  <TABLE> TV_Channel </TABLE> WHERE <COLUMN> series_name </COLUMN> equals <VALUE> ""Sky Radio"" </VALUE> </QUERY>'}"
235,"{'input': '<QUESTION> What is the <COLUMN> Package </COLUMN> Option of TV <TABLE> Channel </TABLE> with serial name ` ` Sky Radio \'\' ?  </QUESTION> <SCHEMA> The database name is ""tvshow"". This database has a table whose name is ""TV_Channel"". The column names of this table are ""id"" which is of type text, ""series name"" which is of type text, ""country"" which is of type text, ""language"" which is of type text, ""content"" which is of type text, ""pixel aspect ratio par"" which is of type text, ""hight definition tv"" which is of type text, ""pay per view ppv"" which is of type text, ""package option"" which is of type text. The mandatory column of this table is ""id"". The table ""tv series"" has a reference in the table ""tv channel"" which are linked by the columns ""channel"" and ""id"". The table ""cartoon"" has a reference in the table ""tv channel"" which are linked by the columns ""channel"" and ""id"". </SCHEMA>', 'output': '<QUERY> SELECT  <COLUMN> Package_Option </COLUMN>  FROM  <TABLE> TV_Channel </TABLE> WHERE <COLUMN> series_name </COLUMN> equals <VALUE> ""Sky Radio"" </VALUE> </QUERY>'}"
236,"{'input': '<QUESTION> What are the <COLUMN> Package </COLUMN> Options of the TV <TABLE> Channels </TABLE> whose <COLUMN> series </COLUMN> names are Sky Radio ?  </QUESTION> <SCHEMA> The database name is ""tvshow"". This database has a table whose name is ""TV_Channel"". The column names of this table are ""id"" which is of type text, ""series name"" which is of type text, ""country"" which is of type text, ""language"" which is of type text, ""content"" which is of type text, ""pixel aspect ratio par"" which is of type text, ""hight definition tv"" which is of type text, ""pay per view ppv"" which is of type text, ""package option"" which is of type text. The mandatory column of this table is ""id"". The table ""tv series"" has a reference in the table ""tv channel"" which are linked by the columns ""channel"" and ""id"". The table ""cartoon"" has a reference in the table ""tv channel"" which are linked by the columns ""channel"" and ""id"". </SCHEMA>', 'output': '<QUERY> SELECT  <COLUMN> Package_Option </COLUMN>  FROM  <TABLE> TV_Channel </TABLE> WHERE <COLUMN> series_name </COLUMN> equals <VALUE> ""Sky Radio"" </VALUE> </QUERY>'}"
237,"{'input': '<QUESTION> How many TV <TABLE> Channel </TABLE> using <COLUMN> language </COLUMN> English ?  </QUESTION> <SCHEMA> The database name is ""tvshow"". This database has a table whose name is ""TV_Channel"". The column names of this table are ""id"" which is of type text, ""series name"" which is of type text, ""country"" which is of type text, ""language"" which is of type text, ""content"" which is of type text, ""pixel aspect ratio par"" which is of type text, ""hight definition tv"" which is of type text, ""pay per view ppv"" which is of type text, ""package option"" which is of type text. The mandatory column of this table is ""id"". The table ""tv series"" has a reference in the table ""tv channel"" which are linked by the columns ""channel"" and ""id"". The table ""cartoon"" has a reference in the table ""tv channel"" which are linked by the columns ""channel"" and ""id"". </SCHEMA>', 'output': '<QUERY> SELECT <AGGREGATE> count </AGGREGATE>  <PRIMARY KEY> id </PRIMARY KEY>  FROM  <TABLE> TV_Channel </TABLE> WHERE <COLUMN> LANGUAGE </COLUMN> equals <VALUE> ""English"" </VALUE> </QUERY>'}"
238,"{'input': '<QUESTION> How many TV <TABLE> Channels </TABLE> use the English <COLUMN> language </COLUMN> ?  </QUESTION> <SCHEMA> The database name is ""tvshow"". This database has a table whose name is ""TV_Channel"". The column names of this table are ""id"" which is of type text, ""series name"" which is of type text, ""country"" which is of type text, ""language"" which is of type text, ""content"" which is of type text, ""pixel aspect ratio par"" which is of type text, ""hight definition tv"" which is of type text, ""pay per view ppv"" which is of type text, ""package option"" which is of type text. The mandatory column of this table is ""id"". The table ""tv series"" has a reference in the table ""tv channel"" which are linked by the columns ""channel"" and ""id"". The table ""cartoon"" has a reference in the table ""tv channel"" which are linked by the columns ""channel"" and ""id"". </SCHEMA>', 'output': '<QUERY> SELECT <AGGREGATE> count </AGGREGATE>  <PRIMARY KEY> id </PRIMARY KEY>  FROM  <TABLE> TV_Channel </TABLE> WHERE <COLUMN> LANGUAGE </COLUMN> equals <VALUE> ""English"" </VALUE> </QUERY>'}"
239,"{'input': '<QUESTION> List each <COLUMN> language </COLUMN> and the number of TV <TABLE> Channels </TABLE> using it .  </QUESTION> <SCHEMA> The database name is ""tvshow"". This database has a table whose name is ""TV_Channel"". The column names of this table are ""id"" which is of type text, ""series name"" which is of type text, ""country"" which is of type text, ""language"" which is of type text, ""content"" which is of type text, ""pixel aspect ratio par"" which is of type text, ""hight definition tv"" which is of type text, ""pay per view ppv"" which is of type text, ""package option"" which is of type text. The mandatory column of this table is ""id"". The table ""tv series"" has a reference in the table ""tv channel"" which are linked by the columns ""channel"" and ""id"". The table ""cartoon"" has a reference in the table ""tv channel"" which are linked by the columns ""channel"" and ""id"". </SCHEMA>', 'output': '<QUERY> SELECT  <COLUMN> LANGUAGE </COLUMN> <AGGREGATE> count </AGGREGATE>  <PRIMARY KEY> id </PRIMARY KEY>  FROM  <TABLE> TV_Channel </TABLE> GROUP BY <COLUMN>  LANGUAGE </COLUMN> </QUERY>'}"
240,"{'input': '<QUESTION> For each <COLUMN> language </COLUMN> , list the number of TV <TABLE> Channels </TABLE> that use it .  </QUESTION> <SCHEMA> The database name is ""tvshow"". This database has a table whose name is ""TV_Channel"". The column names of this table are ""id"" which is of type text, ""series name"" which is of type text, ""country"" which is of type text, ""language"" which is of type text, ""content"" which is of type text, ""pixel aspect ratio par"" which is of type text, ""hight definition tv"" which is of type text, ""pay per view ppv"" which is of type text, ""package option"" which is of type text. The mandatory column of this table is ""id"". The table ""tv series"" has a reference in the table ""tv channel"" which are linked by the columns ""channel"" and ""id"". The table ""cartoon"" has a reference in the table ""tv channel"" which are linked by the columns ""channel"" and ""id"". </SCHEMA>', 'output': '<QUERY> SELECT  <COLUMN> LANGUAGE </COLUMN> <AGGREGATE> count </AGGREGATE>  <PRIMARY KEY> id </PRIMARY KEY>  FROM  <TABLE> TV_Channel </TABLE> GROUP BY <COLUMN>  LANGUAGE </COLUMN> </QUERY>'}"
241,"{'input': '<QUESTION> List the <COLUMN> Episode </COLUMN> of all TV <TABLE> series </TABLE> sorted by <COLUMN> rating </COLUMN> .  </QUESTION> <SCHEMA> The database name is ""tvshow"". This database has a table whose name is ""TV_series"". The column names of this table are ""id"" which is of type number, ""episode"" which is of type text, ""air date"" which is of type text, ""rating"" which is of type text, ""share"" which is of type number, ""18 49 rating share"" which is of type text, ""viewers m"" which is of type text, ""weekly rank"" which is of type number, ""channel"" which is of type text. The mandatory column of this table is ""id"". The table ""tv series"" has a reference in the table ""tv channel"" which are linked by the columns ""channel"" and ""id"". </SCHEMA>', 'output': '<QUERY> SELECT  <COLUMN> Episode </COLUMN>  FROM  <TABLE> TV_series </TABLE> ORDER BY <COLUMN> rating </COLUMN> </QUERY>'}"
242,"{'input': '<QUESTION> What are all of the <COLUMN> episodes </COLUMN> ordered by <COLUMN> ratings </COLUMN> ?  </QUESTION> <SCHEMA> The database name is ""tvshow"". This database has a table whose name is ""TV_series"". The column names of this table are ""id"" which is of type number, ""episode"" which is of type text, ""air date"" which is of type text, ""rating"" which is of type text, ""share"" which is of type number, ""18 49 rating share"" which is of type text, ""viewers m"" which is of type text, ""weekly rank"" which is of type number, ""channel"" which is of type text. The mandatory column of this table is ""id"". The table ""tv series"" has a reference in the table ""tv channel"" which are linked by the columns ""channel"" and ""id"". </SCHEMA>', 'output': '<QUERY> SELECT  <COLUMN> Episode </COLUMN>  FROM  <TABLE> TV_series </TABLE> ORDER BY <COLUMN> rating </COLUMN> </QUERY>'}"
243,"{'input': '<QUESTION> What is the air <COLUMN> date </COLUMN> of TV <TABLE> series </TABLE> with <COLUMN> Episode </COLUMN> ` ` A Love of a Lifetime \'\' ?  </QUESTION> <SCHEMA> The database name is ""tvshow"". This database has a table whose name is ""TV_series"". The column names of this table are ""id"" which is of type number, ""episode"" which is of type text, ""air date"" which is of type text, ""rating"" which is of type text, ""share"" which is of type number, ""18 49 rating share"" which is of type text, ""viewers m"" which is of type text, ""weekly rank"" which is of type number, ""channel"" which is of type text. The mandatory column of this table is ""id"". The table ""tv series"" has a reference in the table ""tv channel"" which are linked by the columns ""channel"" and ""id"". </SCHEMA>', 'output': '<QUERY> SELECT  <COLUMN> Air_Date </COLUMN>  FROM  <TABLE> TV_series </TABLE> WHERE <COLUMN> Episode </COLUMN> equals <VALUE> ""A Love of a Lifetime"" </VALUE> </QUERY>'}"
244,"{'input': '<QUESTION> When did the <COLUMN> episode </COLUMN> ` ` A Love of a Lifetime \'\' air ?  </QUESTION> <SCHEMA> The database name is ""tvshow"". This database has a table whose name is ""TV_series"". The column names of this table are ""id"" which is of type number, ""episode"" which is of type text, ""air date"" which is of type text, ""rating"" which is of type text, ""share"" which is of type number, ""18 49 rating share"" which is of type text, ""viewers m"" which is of type text, ""weekly rank"" which is of type number, ""channel"" which is of type text. The mandatory column of this table is ""id"". The table ""tv series"" has a reference in the table ""tv channel"" which are linked by the columns ""channel"" and ""id"". </SCHEMA>', 'output': '<QUERY> SELECT  <COLUMN> Air_Date </COLUMN>  FROM  <TABLE> TV_series </TABLE> WHERE <COLUMN> Episode </COLUMN> equals <VALUE> ""A Love of a Lifetime"" </VALUE> </QUERY>'}"
245,"{'input': '<QUESTION> What is <COLUMN> Weekly </COLUMN> Rank of TV <TABLE> series </TABLE> with <COLUMN> Episode </COLUMN> ` ` A Love of a Lifetime \'\' ?  </QUESTION> <SCHEMA> The database name is ""tvshow"". This database has a table whose name is ""TV_series"". The column names of this table are ""id"" which is of type number, ""episode"" which is of type text, ""air date"" which is of type text, ""rating"" which is of type text, ""share"" which is of type number, ""18 49 rating share"" which is of type text, ""viewers m"" which is of type text, ""weekly rank"" which is of type number, ""channel"" which is of type text. The mandatory column of this table is ""id"". The table ""tv series"" has a reference in the table ""tv channel"" which are linked by the columns ""channel"" and ""id"". </SCHEMA>', 'output': '<QUERY> SELECT  <COLUMN> Weekly_Rank </COLUMN>  FROM  <TABLE> TV_series </TABLE> WHERE <COLUMN> Episode </COLUMN> equals <VALUE> ""A Love of a Lifetime"" </VALUE> </QUERY>'}"
246,"{'input': '<QUESTION> What is the <COLUMN> weekly </COLUMN> rank for the <COLUMN> episode </COLUMN> ` ` A Love of a Lifetime \'\' ?  </QUESTION> <SCHEMA> The database name is ""tvshow"". This database has a table whose name is ""TV_series"". The column names of this table are ""id"" which is of type number, ""episode"" which is of type text, ""air date"" which is of type text, ""rating"" which is of type text, ""share"" which is of type number, ""18 49 rating share"" which is of type text, ""viewers m"" which is of type text, ""weekly rank"" which is of type number, ""channel"" which is of type text. The mandatory column of this table is ""id"". The table ""tv series"" has a reference in the table ""tv channel"" which are linked by the columns ""channel"" and ""id"". </SCHEMA>', 'output': '<QUERY> SELECT  <COLUMN> Weekly_Rank </COLUMN>  FROM  <TABLE> TV_series </TABLE> WHERE <COLUMN> Episode </COLUMN> equals <VALUE> ""A Love of a Lifetime"" </VALUE> </QUERY>'}"
247,"{'input': '<QUESTION> <COLUMN> Find </COLUMN> the number of <TABLE> cartoons </TABLE> <COLUMN> directed </COLUMN> by each of the listed directors .  </QUESTION> <SCHEMA> The database name is ""tvshow"". This database has a table whose name is ""Cartoon"". The column names of this table are ""id"" which is of type number, ""title"" which is of type text, ""directed by"" which is of type text, ""written by"" which is of type text, ""original air date"" which is of type text, ""production code"" which is of type number, ""channel"" which is of type text. The mandatory column of this table is ""id"". The table ""cartoon"" has a reference in the table ""tv channel"" which are linked by the columns ""channel"" and ""id"". </SCHEMA>', 'output': '<QUERY> SELECT <AGGREGATE> count </AGGREGATE>  <PRIMARY KEY> id </PRIMARY KEY>  <COLUMN> Directed_by </COLUMN>  FROM  <TABLE> cartoon </TABLE> GROUP BY <COLUMN>  Directed_by </COLUMN> </QUERY>'}"
248,"{'input': '<QUESTION> How many <TABLE> cartoons </TABLE> did each <COLUMN> director </COLUMN> create ?  </QUESTION> <SCHEMA> The database name is ""tvshow"". This database has a table whose name is ""Cartoon"". The column names of this table are ""id"" which is of type number, ""title"" which is of type text, ""directed by"" which is of type text, ""written by"" which is of type text, ""original air date"" which is of type text, ""production code"" which is of type number, ""channel"" which is of type text. The mandatory column of this table is ""id"". The table ""cartoon"" has a reference in the table ""tv channel"" which are linked by the columns ""channel"" and ""id"". </SCHEMA>', 'output': '<QUERY> SELECT <AGGREGATE> count </AGGREGATE>  <PRIMARY KEY> id </PRIMARY KEY>  <COLUMN> Directed_by </COLUMN>  FROM  <TABLE> cartoon </TABLE> GROUP BY <COLUMN>  Directed_by </COLUMN> </QUERY>'}"
249,"{'input': '<QUESTION> <COLUMN> Find </COLUMN> the <COLUMN> package </COLUMN> choice and <COLUMN> series </COLUMN> name of the TV <TABLE> channel </TABLE> that has high <COLUMN> definition </COLUMN> TV .  </QUESTION> <SCHEMA> The database name is ""tvshow"". This database has a table whose name is ""TV_Channel"". The column names of this table are ""id"" which is of type text, ""series name"" which is of type text, ""country"" which is of type text, ""language"" which is of type text, ""content"" which is of type text, ""pixel aspect ratio par"" which is of type text, ""hight definition tv"" which is of type text, ""pay per view ppv"" which is of type text, ""package option"" which is of type text. The mandatory column of this table is ""id"". The table ""tv series"" has a reference in the table ""tv channel"" which are linked by the columns ""channel"" and ""id"". The table ""cartoon"" has a reference in the table ""tv channel"" which are linked by the columns ""channel"" and ""id"". </SCHEMA>', 'output': '<QUERY> SELECT  <COLUMN> package_option </COLUMN>  <COLUMN> series_name </COLUMN>  FROM  <TABLE> TV_Channel </TABLE> WHERE <COLUMN> hight_definition_TV </COLUMN> equals <VALUE> ""yes"" </VALUE> </QUERY>'}"
250,"{'input': '<QUESTION> What are the <COLUMN> package </COLUMN> options and the name of the <COLUMN> series </COLUMN> for the TV <TABLE> Channel </TABLE> that supports high <COLUMN> definition </COLUMN> TV ?  </QUESTION> <SCHEMA> The database name is ""tvshow"". This database has a table whose name is ""TV_Channel"". The column names of this table are ""id"" which is of type text, ""series name"" which is of type text, ""country"" which is of type text, ""language"" which is of type text, ""content"" which is of type text, ""pixel aspect ratio par"" which is of type text, ""hight definition tv"" which is of type text, ""pay per view ppv"" which is of type text, ""package option"" which is of type text. The mandatory column of this table is ""id"". The table ""tv series"" has a reference in the table ""tv channel"" which are linked by the columns ""channel"" and ""id"". The table ""cartoon"" has a reference in the table ""tv channel"" which are linked by the columns ""channel"" and ""id"". </SCHEMA>', 'output': '<QUERY> SELECT  <COLUMN> package_option </COLUMN>  <COLUMN> series_name </COLUMN>  FROM  <TABLE> TV_Channel </TABLE> WHERE <COLUMN> hight_definition_TV </COLUMN> equals <VALUE> ""yes"" </VALUE> </QUERY>'}"
251,"{'input': '<QUESTION> <COLUMN> find </COLUMN> the pixel aspect ratio and nation of the tv <TABLE> channels </TABLE> that do not use English .  </QUESTION> <SCHEMA> The database name is ""tvshow"". This database has a table whose name is ""TV_Channel"". The column names of this table are ""id"" which is of type text, ""series name"" which is of type text, ""country"" which is of type text, ""language"" which is of type text, ""content"" which is of type text, ""pixel aspect ratio par"" which is of type text, ""hight definition tv"" which is of type text, ""pay per view ppv"" which is of type text, ""package option"" which is of type text. The mandatory column of this table is ""id"". The table ""tv series"" has a reference in the table ""tv channel"" which are linked by the columns ""channel"" and ""id"". The table ""cartoon"" has a reference in the table ""tv channel"" which are linked by the columns ""channel"" and ""id"". </SCHEMA>', 'output': ""<QUERY> SELECT  <COLUMN> Pixel_aspect_ratio_PAR </COLUMN>  <COLUMN> country </COLUMN>  FROM  <TABLE> tv_channel </TABLE> WHERE <COLUMN> LANGUAGE </COLUMN> not equals <VALUE> 'English' </VALUE> </QUERY>""}"
